id,candidate_no,candidate_label,keitai,lemma_term,surface_term,match_source,work_id,title_ja,title_zh,token_ids,sentence_id,sentence_index,kwic_left,key,kwic_right,surface,lemma,lemma_reading,lemma_id,pos,orth_base,pronunciation,goshu,ja_sentence,zh_translation,align_type,align_score,review_note
both-book05-61964-556642,1,ずっと,Aっと,ずっと,ずっと,both,book05,月の満ち欠け,月圆月缺,556642,61964,5562,意味|だっ|た|の|か|。|この|八|年間|まったく|気づか|なかっ|た|が|梢|は|みずき|と|し|て,ずっと,そば|に|い|た|の|か|。|会社|の|図書|室|に|忍び込ん|で|、|あの|本|を|読む|よう,ずっと,ずっと,ズット,19640,副詞,ずっと,ズット,和,この八年間まったく気づかなかったが梢はみずきとしてずっとそばにいたのか。,是哦，原来是这样啊？ / 这八年间自己压根儿没注意到，阿梢原来转世成瑞木一直待在自己身边啊！,2:2,0.931967,
both-book05-62054-558279,1,ずっと,Aっと,ずっと,ずっと,both,book05,月の満ち欠け,月圆月缺,558279,62054,5652,行き止まり|な|の|か|も|想像|が|つか|なかっ|た|。|大人|たち|の|会話|が|いっとき|やん|だ|。,ずっと,上|の|階|の|総務|部長|室|に|かけ|た|電話|が|、|総務|部|長|本人|に|は|取り次が,ずっと,ずっと,ズット,19640,副詞,ずっと,ズット,和,ずっと上の階の総務部長室にかけた電話が、総務部長本人には取り次がれなかった模様だった。,接待总台的电话打到了位于高楼层的总务部长办公室，但看起来没能转给总务部长本人。,1:1,1.0,
both-book05-62061-558496,1,ずっと,Aっと,ずっと,ずっと,both,book05,月の満ち欠け,月圆月缺,558496,62061,5659,似|た|色|の|スーツ|を|着|て|い|た|が|、|外|で|話し|た|男性|の|ほう|が,ずっと,優しかっ|た|。|その|男性|は|彼女|に|、|彼女|が|訊い|て|ほしかっ|た|質問|を|的確|に|し,ずっと,ずっと,ズット,19640,副詞,ずっと,ズット,和,どちらも背が高く、似た色のスーツを着ていたが、外で話した男性のほうがずっと優しかった。,这个巡视员与刚才在楼外跟她打招呼的那个不一样，这个人说话像刻板严厉的教导主任。 / 两人都是高个儿，都穿着同样颜色的西服，但外面跟她说话的那个要和气得多。,2:2,1.0,
both-book05-62214-561584,1,ずっと,Aっと,ずっと,ずっと,both,book05,月の満ち欠け,月圆月缺,561584,62214,5812,受けとめ|られ|た|。|瑠璃|さん|、|と|静か|に|呼びかける|声|が|少女|の|耳|に|届い|た|。,ずっと,待っ|て|た|ん|だ|よ|、|と|彼|は|言っ|た|。,ずっと,ずっと,ズット,19640,副詞,ずっと,ズット,和,ずっと待ってたんだよ、と彼は言った。,“我一直在等着你呢。” / 他说。,1:2,1.0,
both-book01-77-1305,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book01,海の見える理髪店,海边理发店,1305,77,77,です|ね|。|床屋|冥利|に|つき|ます|。|です|が|、|お|任せ|いただく|なんて|、|とんでも|ない|。,ちゃんと,ご|相談|の|うえ|で|切ら|せ|て|いただき|ます|。|そう|です|ね|、|お|客|さま|は|細面,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,ちゃんとご相談のうえで切らせていただきます。,当理发师的都盼着能听到这句话。 / 可这事还真不能我一个人说了算，我还是会跟您商量着剪的。,2:2,0.947398,
both-book01-105-1869,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book01,海の見える理髪店,海边理发店,1869,105,105,と|、|現実|の|自分|と|いう|の|は|、|往々|に|し|て|別もの|な|の|でしょう|ねぇ|。,ちゃんと,鏡|に|映っ|て|いる|ん|です|けれど|。|で|は|、|最初|に|説明|し|て|もらっ|た|ほう,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,ちゃんと鏡に映っているんですけれど。,我一个剪头发的，说这话可能有些不知天高地厚。 / 但我觉得，我们理想中的自己和现实生活中的自己往往是不一样的，虽然我们都能透过镜子，看到自己的模样。,2:2,0.907496,
both-book01-219-4024,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book01,海の見える理髪店,海边理发店,4024,219,219,。|相手|が|外地|帰り|の|電気|技師|で|も|、|女|学校|の|歴史|の|先生|で|も|、,ちゃんと,話|に|つい|て|いける|の|は|、|確か|に|たいした|腕|だっ|た|と|思い|ます|。|陰|で,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,相手が外地帰りの電気技師でも、女学校の歴史の先生でも、ちゃんと話についていけるのは、確かにたいした腕だったと思います。,无论人家是刚从外地回来的电工，还是女校的历史老师，父亲都能跟他们聊上几句。 / 这样的本事可不是谁都有。,1:2,0.988514,
both-book01-430-7643,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book01,海の見える理髪店,海边理发店,7643,430,430,いる|女の子|が|妊娠|し|た|。|音楽|を|続け|て|い|て|も|メシ|が|食え|ない|から|、,ちゃんと,し|た|働き口|を|探す|、|と|ね|。|髪|を|切ら|れ|ながら|、|泣く|ん|です|よ|。,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,音楽を続けていてもメシが食えないから、ちゃんとした働き口を探す、とね。,他说，跟我同居的姑娘怀孕了，再玩音乐也没法养活她，所以要去找一份正经工作。,2:1,1.0,
both-book01-490-8790,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book01,海の見える理髪店,海边理发店,8790,490,490,に|は|、|週|に|二|回|も|来|られる|ん|です|。|店|が|混ん|で|い|て|も,ちゃんと,順番|を|守ら|れ|て|、|待合|室|で|宙|を|睨み|続け|られ|て|。|ほか|の|お|客,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,店が混んでいてもちゃんと順番を守られて、待合室で宙を睨み続けられて。,店里客人再多，他也会耐心排队，坐在休息室里盯着天空看。,1:1,1.0,
both-book01-1578-26272,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book01,海の見える理髪店,海边理发店,26272,1578,1578,た|。|麗|亜|ちゃん|の|前|で|小娘|扱い|さ|れる|の|は|、|たまら|ない|。|遥香|を,ちゃんと,寝かせ|なく|ちゃ|、|を|口実|に|和室|へ|逃げ|こん|だ|。|母|が|敷い|て|くれ|て|い,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,遥香をちゃんと寝かせなくちゃ、を口実に和室へ逃げこんだ。,"她只能借口“要哄遥香睡觉”,逃回榻榻米房间。",1:1,1.0,
both-book01-1587-26380,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book01,海の見える理髪店,海边理发店,26380,1587,1587,：|ごめん|。|今日|も|残業|。|夕飯|いら|ない|。|本文|／|いろいろ|申しわけ|ない|と|思っ|てる|。,ちゃんと,話し|会おう|う|よ|、|今度|こそ|。|今日|に|で|も|静岡|へ|行き|たい|けど|、|仕事|詰まっ,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,ちゃんと話し会おううよ、今度こそ。,正文/我也知道自己有很多做得不好的地方。 / 下次好好谈一下吧。,2:2,0.949933,
both-book01-1732-28752,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book01,海の見える理髪店,海边理发店,28752,1732,1732,、|先輩|主婦|から|言わ|せれ|ば|、|千|六|本|と|いう|より|五百|三|本|だ|けれど|、,ちゃんと,昆布|と|鰹節|で|お|味噌|汁|の|だし|を|取っ|て|いる|。|えらい|な|。|私|なんか|、,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,刻んでいる大根は、先輩主婦から言わせれば、千六本というより五百三本だけれど、ちゃんと昆布と鰹節でお味噌汁のだしを取っている。,要说当主妇的时间，当然是祥子更长一些。 / 在她这个前辈看来，丽亚切出来的萝卜丝还不够细，但人家好歹在用海带和木鱼花熬高汤。,1:2,0.923156,
both-book01-2348-37793,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book01,海の見える理髪店,海边理发店,37793,2348,2348,て|しまう|こと|だ|って|できる|。|母|ちゃん|は|、|マミー|。|マミー|なら|、|脱い|だ|靴|を,ちゃんと,そろえ|なさい|と|か|、|部屋|で|大きな|声|を|出す|な|と|か|、|シイタケ|も|残さ|ず|食べろ,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,マミーなら、脱いだ靴をちゃんとそろえなさいとか、部屋で大きな声を出すなとか、シイタケも残さず食べろ、なんて言わないだろう。,脱下来的鞋子要摆得整整齐齐。 / 别在屋里大声嚷嚷。 / 香菇也要吃掉，别剩下……Mummy是不会说这种话的。,1:3,0.789041,
both-book01-2352-37868,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book01,海の見える理髪店,海边理发店,37868,2352,2352,は|、|ダディ|。|ダメ|父|ちゃん|が|ダディ|だっ|たら|、|小説|なんか|書く|の|を|やめ|て|、,ちゃんと,仕事|に|行く|だろう|か|。|ダディ|だ|から|もちろん|ネクタイ|を|しめ|て|会社|に|行く|仕事|だ|。,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,ダメ父ちゃんがダディだったら、小説なんか書くのをやめて、ちゃんと仕事に行くだろうか。,"如果爸爸是Daddy,那他会不会放弃小说，找一份正经工作呢?",1:1,1.0,
both-book01-2481-39493,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book01,海の見える理髪店,海边理发店,39493,2481,2481,か|②|」|に|も|そう|書い|て|あっ|た|。|あと|二十|段|ぐらい|な|の|に|？|　,ちゃんと,かぞえ|て|ない|けど|百|段|以上|登っ|た|はず|な|の|に|？|答え|は|きまっ|た|。|二十,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,　ちゃんとかぞえてないけど百段以上登ったはずなのに？,再爬二十多级就到了。 / 虽然没认真数，可这一路至少也爬了将近一百级吧?,3:2,0.790701,
both-book01-2808-43118,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book01,海の見える理髪店,海边理发店,43118,2808,2808,、|結局|茜|は|一人|で|歌っ|た|。|フォレスト|は|自分|の|足|ばっかり|眺め|て|歩い|てる|。,ちゃんと,右左|が|交替|に|前|に|出|て|いる|の|か|確かめ|て|いる|みたい|だっ|た|。|歩い|て,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,ちゃんと右左が交替に前に出ているのか確かめているみたいだった。,Forest走路的时候净盯着自己的脚看，好像在确认左右脚有没有轮流迈出一样。,2:1,0.865825,
both-book01-2914-44258,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book01,海の見える理髪店,海边理发店,44258,2914,2914,て|くる|。|「|これ|使う|か|い|」|いい|です|、|だいじょうぶ|です|、|小学|三|年|生|らしく,ちゃんと,そう|言おう|と|思っ|た|けど|、|舌|が|うまく|動か|なかっ|た|。|かわり|に|黙っ|て|首|を,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,いいです、だいじょうぶです、小学三年生らしくちゃんとそう言おうと思ったけど、舌がうまく動かなかった。,小茜本想像普通的三年级学生那样回答：“不用了，谢谢。” / 可舌头就是不听使唤。,1:2,0.900341,
both-book01-3197-47395,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book01,海の見える理髪店,海边理发店,47395,3197,3197,に|顔|を|つっこん|だ|まま|フォレスト|が|答え|た|。|「|十|二|」|「|ずいぶん|小さい|な|。,ちゃんと,食べ|てる|の|か|」|フォレスト|が|久し|ぶり|の|ご|ちそう|だ|と|いう|ふう|に|汁|まで|飲み干す,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,ちゃんと食べてるのか」,“那你的个子也太小了。 / 平时好好吃饭了吗?”,2:2,1.0,
both-book01-3213-47635,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book01,海の見える理髪店,海边理发店,47635,3213,3213,か|の|焼酎|を|飲み干し|て|髭もじゃ|の|顔|を|しかめる|。|「|猫|だ|って|自分|の|子|は,ちゃんと,育てる|の|に|な|」|お前|は|だいじょうぶ|な|の|か|。|ビッグ|マン|は|茜|の|背中|も|確かめ,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,「猫だって自分の子はちゃんと育てるのにな」,他已经喝掉好几杯烧酒了，胡子拉碴的脸上眉头紧锁。 / “连猫都会好好照顾自己的孩子……你呢，不要紧吧?”,4:2,0.716816,
both-book01-4119-61951,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book01,海の見える理髪店,海边理发店,61951,4119,4119,。|この|部屋|だけ|は|時|が|止まっ|て|いる|。|壁|に|は|中|学校|の|時間|割|も,ちゃんと,貼っ|て|ある|。|失わ|れ|た|の|は|、|主|の|鈴音|だけ|だ|。|五|年|前|と,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,壁には中学校の時間割もちゃんと貼ってある。,墙上还贴着初中的课程表。 / 唯一消失的是房间的主人铃音。,2:2,0.985449,
both-book01-4322-64804,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book01,海の見える理髪店,海边理发店,64804,4322,4322,た|はず|だ|けど|。|「|うーん|、|昔|、|ちょっと|かじっ|た|だけ|だ|から|。|髪|だ|って,ちゃんと,やっ|て|もらわ|ない|と|」|夫婦|の|会話|を|取り戻す|ため|の|遊び|半分|だっ|た|計画|が|、,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,髪だってちゃんとやってもらわないと」,“啊……我只是当年稍微学过一点而已，再说了，头发还得找人做呀。”,2:1,1.0,
both-book02-9240-75019,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book02,蜜蜂と遠雷,蜜蜂与远雷,75019,9240,247,で|も|言葉|の|意味|が|よく|分から|なかっ|た|の|だ|。|僕|が|い|なく|なっ|たら|、,ちゃんと,爆発|する|はず|さ|。|世|に|も|美しい|爆弾|が|ね|。|三枝子|と|同じく|、|ホフマン|の|近親,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,僕がいなくなったら、ちゃんと爆発するはずさ。,我去世以后，就会爆炸哦。 / 世上最美的炸弹。,2:2,1.0,
both-book02-9683-82479,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book02,蜜蜂と遠雷,蜜蜂与远雷,82479,9683,690,が|走っ|てる|」|と|言っ|て|も|大人|たち|は|きょとん|と|する|ばかり|だっ|た|。|今|なら,ちゃんと,口|で|説明|できる|。|家|の|裏|に|ある|物置|小屋|は|、|トタン|屋根|に|なっ|て|いる,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,今ならちゃんと口で説明できる。,"那是幼小时起就经常能听到的旋律，亚夜告诉大人说“雨中马在奔跑”,大人们只是摸不着头脑。 / 如果是现在，她可以详细跟他们解释清楚。",2:2,1.0,
both-book02-9724-83447,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book02,蜜蜂と遠雷,蜜蜂与远雷,83447,9724,731,意識|し|た|の|は|、|地方|の|コンサート|ホール|の|楽屋|で|だっ|た|。|新しい|マネージャー|は|、,ちゃんと,スタイリスト|を|付け|て|くれ|た|。|ステージ|衣装|を|チェック|し|、|髪|を|結い|、|薄|化粧|を,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,新しいマネージャーは、ちゃんとスタイリストを付けてくれた。,新经纪人给她配了新的造型师，检查了舞台服装，做好头发，化了淡妆。,2:1,0.995604,
both-book02-10904-104993,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book02,蜜蜂と遠雷,蜜蜂与远雷,104993,10904,1911,言っ|た|。|マー|くん|は|素晴らしい|音|を|持っ|てる|よ|、|フランス|に|行っ|たら|、|ピアノ|を,ちゃんと,習っ|て|ほしい|なあ|。|もし|習え|なく|て|も|、|音楽|を|愛し|て|ね|。|きっと|君|の,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,マーくんは素晴らしい音を持ってるよ、フランスに行ったら、ピアノをちゃんと習ってほしいなあ。,小马拥有美妙的音乐。 / 去了法国，也要好好练习钢琴哦。,3:2,0.8571,
both-book02-11644-118600,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book02,蜜蜂と遠雷,蜜蜂与远雷,118600,11644,2651,音楽|と|し|て|聴こえ|なく|なっ|て|くる|の|だ|。|しかし|、|高島|明石|の|演奏|は|、,ちゃんと,音楽|と|し|て|聴こえ|た|。|耳|の|汚れ|を|一掃|し|て|くれ|、|耳|が|リニューアル|オープン,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,しかし、高島明石の演奏は、ちゃんと音楽として聴こえた。,但是，高岛明石的演奏，却让人听起来感到就是音乐。 / 将耳朵上的污染一扫而净，让人感觉耳朵重新打开了。,2:2,1.0,
both-book02-11954-123255,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book02,蜜蜂と遠雷,蜜蜂与远雷,123255,11954,2961,た|よう|な|気|が|する|の|だ|が|、|今|は|そんな|コンテ|スタント|は|い|ない|。|みんな,ちゃんと,音楽|に|なっ|て|いる|。|明らか|に|、|インターネット|の|登場|で|あらゆる|音源|や|情報|が|入手|できる,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,みんなちゃんと音楽になっている。,大家弹奏的都称得上音乐。,1:1,1.0,
both-book02-12048-125200,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book02,蜜蜂と遠雷,蜜蜂与远雷,125200,12048,3055,深く|、|豊か|で|剝き出し|で|は|なく|、|ビロード|で|包ん|だ|か|の|よう|。|な|の|に,ちゃんと,、|シンプル|で|ちょっと|シニカル|な|バロック|の|響き|が|する|。|うーん|、|装飾|音符|が|綺麗|。|亜,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,なのにちゃんと、シンプルでちょっとシニカルなバロックの響きがする。,每一个音符都深刻丰富，但并不是赤裸裸，而是如同包裹在天鹅绒之中。 / 简简单单的音符之中竟有一丝愤世嫉俗的巴洛克之风。,2:2,1.0,
both-book02-12230-128898,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book02,蜜蜂と遠雷,蜜蜂与远雷,128898,12230,3237,十|二|歳|くらい|で|オーケストラ|と|コンチェルト|弾い|て|天才|デビュー|、|みたい|な|。|そこ|から|先|、,ちゃんと,キャリア|に|繫がっ|てる|ヒト|って|あんまり|い|ない|よう|な|気|が|する|」|「|燃え尽き|ちゃう|ん|じゃ,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,そこから先、ちゃんとキャリアに繫がってるヒトってあんまりいないような気がする」,这样的人挺多的，十岁十二岁的时候和管弦乐队一起表演协奏曲的天才，好像后来很多都没办法继续持续音乐生涯了。”,2:1,1.0,
both-book02-12697-136467,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book02,蜜蜂と遠雷,蜜蜂与远雷,136467,12697,3704,する|。|イスラメイ|は|、|こう|いう|曲|だっ|た|の|だ|。|すべて|の|音符|を|押さえ|て|、,ちゃんと,弾い|て|いる|の|を|聴く|の|は|、|ひょっと|し|て|これ|が|初めて|な|の|で|は|ない,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,すべての音符を押さえて、ちゃんと弾いているのを聴くのは、ひょっとしてこれが初めてなのではないか？,每一个音符都听得这么清清楚楚，搞不好自己还是第一次吧?,1:1,1.0,
both-book02-13955-156367,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book02,蜜蜂と遠雷,蜜蜂与远雷,156367,13955,4962,移動|中|に|列車|の|中|で|譜面|を|読ん|で|覚え|て|しまい|、|その|日|の|本番|で,ちゃんと,演奏|し|た|と|いう|話|が|あっ|た|。|譜面|さえ|きちんと|覚えれ|ば|、|あと|は|その|通り,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,誰だっけ、演奏旅行中のピアニストが、自分の演奏予定のプログラムに弾いたことがない曲があったので、移動中に列車の中で譜面を読んで覚えてしまい、その日の本番でちゃんと演奏したという話があった。,钢琴家中，有些人能够完美再现听过一次的曲子，有些人只要读谱，不需要练习，就能弹奏，这种令人难以置信的天才有很多。 / 忘记了是谁，听说曾有一位巡演中的钢琴家，因为自己的演奏曲目中有一首曲子没有弹过，在飞驰的列车上读谱并记下来，在第二天的正式演出上仍然完美地完成了演奏。,2:2,1.0,
both-book02-14854-171586,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book02,蜜蜂と遠雷,蜜蜂与远雷,171586,14854,5861,誰|も|気付か|ない|よう|に|」|と|譲ら|なかっ|た|。|実際|、|彼|は|やり遂げ|た|─|─,ちゃんと,曲|の|一部|に|し|て|みせ|た|。|弟子|は|、|日|一|日|と|進化|し|て|い,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,実際、彼はやり遂げた──ちゃんと曲の一部にしてみせた。,实际上，他也做到了——这首曲子在整个演出中丝毫不觉得不协调。,1:1,1.0,
both-book02-14970-173689,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book02,蜜蜂と遠雷,蜜蜂与远雷,173689,14970,5977,呟い|た|。|「|あら|、|あたし|は|下手|な|ピアノ|は|聴か|ない|けど|、|上手|な|ピアノ|は,ちゃんと,聴く|わ|よ|。|もちろん|、|マサル|の|演奏|も|ね|」|むろん|、|ささやか|な|あてこすり|など|チャン|に,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,「あら、あたしは下手なピアノは聴かないけど、上手なピアノはちゃんと聴くわよ。,“啊，我不听弹得差的钢琴，但弹得好的还是会认真听。 / 当然，马赛尔的也会听。”,2:2,1.0,
lemma_only-book02-14976-173803,2,ちゃんと,Aんと,ちゃんと,ちゃんと,lemma_only,book02,蜜蜂と遠雷,蜜蜂与远雷,173803,14976,5983,果たし|て|い|た|し|、|コンチェルト|の|ソリスト|と|し|て|も|数|回|呼ば|れ|て|いる|。,チャンと,周囲|に|し|て|みれ|ば|、|彼女|が|マサル|を|一歩|リード|し|て|いる|、|と|いう|感じ,チャンと,ちゃんと,チャント,23724,副詞,チャンと,チャント,和,チャンと周囲にしてみれば、彼女がマサルを一歩リードしている、という感じらしい。,在陈和她的支持者看来，她已经领先马赛尔一步。,1:1,1.0,
both-book02-15550-184019,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book02,蜜蜂と遠雷,蜜蜂与远雷,184019,15550,6557,て|やっ|て|き|て|、|客間|の|隅|に|それ|を|広げる|と|、|当主|は|慌て|た|。,ちゃんと,部屋|と|布団|を|用意|し|て|ある|、|と|言う|の|だ|。|しかし|、|塵|に|とっ|て,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,ちゃんと部屋と布団を用意してある、と言うのだ。,主人说，房间和被褥都给你准备好了。,1:1,1.0,
both-book02-15555-184137,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book02,蜜蜂と遠雷,蜜蜂与远雷,184137,15555,6562,。|当初|、|ピアノ|が|なく|て|も|大丈夫|、|と|言っ|て|も|当主|は|なかなか|信じ|ず|、,ちゃんと,し|た|ホテル|か|旅館|を|、|と|言っ|て|くれ|た|が|、|父|も|塵|も|寝|場所,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,当初、ピアノがなくても大丈夫、と言っても当主はなかなか信じず、ちゃんとしたホテルか旅館を、と言ってくれたが、父も塵も寝場所と朝ご飯だけお願いできればいいから、と取り合わないので目を白黒させていた。,当初听说没有钢琴也没问题，主人不信，劝告他们还是找一个像样的酒店。 / 父亲和尘都坚持说只要准备睡觉的地方和早饭就好，怎么都说不通，搞得主人气得翻白眼。,1:2,1.0,
both-book02-15660-185789,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book02,蜜蜂と遠雷,蜜蜂与远雷,185789,15660,6667,、|使える|。|本当|に|、|いっぱい|道具|を|持っ|てる|。|水墨|画|を|描こう|と|思っ|たら|、,ちゃんと,墨|と|和|筆|を|用意|する|。|キャンバス|地|に|も|、|板|に|も|描ける|。|下手|を,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,水墨画を描こうと思ったら、ちゃんと墨と和筆を用意する。,画水墨画的时候，就会准备好墨和毛笔。 / 可以在帆布上画，也可以在木板上画。,2:2,1.0,
both-book02-17611-218543,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book02,蜜蜂と遠雷,蜜蜂与远雷,218543,17611,8618,か|も|しれ|ない|。|もちろん|、|恋心|も|なく|は|ない|。|マサル|の|笑顔|を|見る|と|、,ちゃんと,女の子|の|部分|が|反応|し|て|、|ときめき|を|覚える|の|は|認める|。|けれど|、|胸|の|奥,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,マサルの笑顔を見ると、ちゃんと女の子の部分が反応して、ときめきを覚えるのは認める。,当然，她不是没有想谈恋爱的心，看到马赛尔的笑容，她身上女孩子的那一部分也会有所反应，她会心动，这一点她承认。,2:1,1.0,
both-book02-18915-238463,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book02,蜜蜂と遠雷,蜜蜂与远雷,238463,18915,9922,─|─|足元|から|うねる|この|感じ|は|─|─|スイング|し|て|いる|？|そんな|はず|は|ない|。,ちゃんと,サン|＝|サーンス|の|曲|だ|。|な|の|に|、|まるで|ライブ|ハウス|で|フォー|ビート|の|曲|を,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,ちゃんとサン＝サーンスの曲だ。,难道自己在不由自主地摇摆? / 不可能，这明明是圣-桑的曲子，然而，就像在livehouse听四四拍的爵士乐—好不容易才踏准节拍。,3:2,0.857396,
both-book02-19025-240473,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book02,蜜蜂と遠雷,蜜蜂与远雷,240473,19025,10032,だっ|た|が|、|今|が|いちばん|「|痛い|」|。|恥ずかしい|。|かつて|は|自分|の|ちっぽけ|さ|を,ちゃんと,正しく|感じ|て|い|た|の|に|、|たかだか|二十|年|生き|て|き|た|だけ|で|、|自分|が,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,かつては自分のちっぽけさをちゃんと正しく感じていたのに、たかだか二十年生きてきただけで、自分が立派な存在になったと思っていたのではないか？,曾经，她以为自己的狭隘是正当的，总共也只活了这么二十年，自己不是已经足够出色了吗?,1:1,1.0,
both-book02-20106-257465,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book02,蜜蜂と遠雷,蜜蜂与远雷,257465,20106,11113,軽口|を|叩く|余裕|が|出|て|き|て|いる|。|ああ|、|本当|に|よかっ|た|。|やっぱり|、,ちゃんと,風間|塵|の|演奏|を|評価|し|て|くれ|た|ん|だ|。|亜|夜|は|誰|に|何|を,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,やっぱり、ちゃんと風間塵の演奏を評価してくれたんだ。,啊，真是太好了。 / 还好风间尘得到了应得的评价。,2:2,1.0,
both-book02-21246-274900,2,ちゃんと,Aんと,ちゃんと,ちゃんと,both,book02,蜜蜂と遠雷,蜜蜂与远雷,274900,21246,12253,を|数える|の|が|困難|で|、|演奏|する|ほう|も|聴く|ほう|も|忍耐|を|強い|られ|、|むしろ,ちゃんと,し|た|メロディ|が|ある|と|軽蔑|さ|れる|と|いう|、|音楽|に|おけ|る|価値|が|反転|し,ちゃんと,ちゃんと,チャント,23724,副詞,ちゃんと,チャント,和,ほとんどが無調で、拍を数えるのが困難で、演奏するほうも聴くほうも忍耐を強いられ、むしろちゃんとしたメロディがあると軽蔑されるという、音楽における価値が反転してしまっているものであっても、聴けばそれなりに面白い。,现在的音乐大多数没有曲调，拍子都很不清楚。 / 演奏的人和听众都必须忍耐着。 / 有完整的旋律反而会被轻视。 / 音乐上的价值已经反转了，但听下去也有它的乐趣。,1:4,0.62196,
